product_name,brands,pnns_groups_1,pnns_groups_2,energy-kcal_100g,sugars_100g,fat_100g,saturated-fat_100g,salt_100g,fiber_100g,proteins_100g,nutriscore_grade,nova_group,environmental_score_grade,unique_scans_n
Cheesy fondu à l'emmental,Auchan,Milk and dairy products,Cheese,255.0,4.0,19.0,13.0,2.6,0.0,17.0,e,3,e,3.0
Cheesy fondu au cheddar,Auchan,Milk and dairy products,Cheese,255.0,4.0,19.0,12.0,2.5,0.0,17.0,e,4,d,12.0
Cheesy fondu au cheddar,Auchan,Milk and dairy products,Cheese,255.0,4.0,19.0,12.0,2.5,0.0,17.0,e,4,c,6.0
8 carrésfromages fondus à la crème,"Auchan, Pouce",Salty snacks,Salty and fatty products,312.0,2.0,30.0,21.0,1.2,0.0,8.5,d,4,d,5.0
Sirop d'agave bio,"Auchan, Auchan Bio",unknown,unknown,300.0,75.0,0.5,0.1,0.03,0.0,0.5,d,1,d,38.0
"Assortiment de 30 mini feuilletés garnis à base de courgettes, saumon, roquefort et tomates - surgelés","Auchan, Auchan Gourmet",Composite foods,Sandwiches,255.0,2.9,12.9,8.2,0.97,1.3,5.9,d,4,a,1.0
"50 mini-feuilletéspoireaux-saumon, pizza, façon lorraine, fromages",Auchan,Composite foods,One-dish meals,279.0,2.9,15.0,8.1,0.97,0.6,5.5,d,4,unknown,1.0
Petit beurre tablette chocolat blanc,Auchan,Sugary snacks,Biscuits and cakes,508.0,38.0,24.0,15.0,0.55,1.5,7.4,e,4,d,1.0
Lunettes de Romans myrtille BIO,"Auchan, Auchan Bio",Sugary snacks,Biscuits and cakes,458.0,35.0,17.0,7.7,0.14,2.2,6.2,e,4,a,6.0
Yaourt à la grecque nature,Auchan,Milk and dairy products,Milk and yogurt,114.0,2.8,10.0,6.5,0.13,0.0,3.2,c,4,b,12.0
Yaourt sur lit chataigne bio,"Auchan, Auchan Bio",Milk and dairy products,Milk and yogurt,108.0,14.0,3.3,1.9,0.11,0.5,3.7,c,4,a-plus,1.0
Palmiers,Auchan Bio,Sugary snacks,Biscuits and cakes,546.0,19.0,30.0,14.0,1.1,2.1,6.9,e,3,a,9.0
Mini cakes nature BIO,"Auchan, Auchan Bio, Kids",Sugary snacks,Biscuits and cakes,433.0,26.0,23.0,2.1,0.85,1.1,6.0,d,4,b,5.0
Pâté en croûte cocktail,Auchan,Fish Meat Eggs,Processed meat,317.0,1.0,20.0,7.2,1.5,1.5,11.0,d,4,f,1.0
Confit de figues,Auchan,Fat and sauces,Dressings and sauces,217.0,44.0,0.7,0.1,0.04,2.6,1.1,d,4,unknown,1.0
Confit d'oignons,Auchan,Fat and sauces,Dressings and sauces,149.0,32.0,0.5,0.1,0.34,1.9,0.8,c,4,unknown,2.0
Chips de pomme de terre,"Pouce, Auchan",Salty snacks,Appetizers,552.0,0.5,35.3,3.0,1.2,4.4,5.2,d,3,b,1.0
Chips nature,Pouce,Salty snacks,Appetizers,517.0,0.6,34.0,2.9,0.92,4.3,5.7,c,3,unknown,1.0
"Mélange 4 Champignons - Champignons de Paris, Pholiotes, Pleurotes, Shii takés",Auchan,Fruits and vegetables,Vegetables,20.0,0.5,0.5,0.1,0.7,2.9,1.6,a,3,not-applicable,1.0
Chips nature,"Auchan, Pouce",Salty snacks,Appetizers,517.0,0.6,34.0,2.9,0.92,4.3,5.7,c,3,a-plus,3.0
"Poêlée franc-comtoise Pommes de terre, Comté, saucisses et lardons fumés",Auchan,Composite foods,One-dish meals,171.0,1.2,8.6,2.7,0.76,2.4,5.1,c,4,unknown,3.0
Crème aux œufs - Noix de coco- Sur lit de caramel,Auchan,Milk and dairy products,Dairy desserts,172.0,19.0,7.5,5.4,0.13,1.0,3.7,d,4,unknown,2.0
Pains au chocolat,Auchan,Sugary snacks,Pastries,434.0,13.0,24.0,13.0,1.0,2.3,7.7,e,4,b,3.0
Pains au chocolat,Auchan,Sugary snacks,Pastries,434.0,13.0,24.0,13.0,1.0,2.3,7.7,e,4,b,2.0
Brioche tranchée,Auchan,Sugary snacks,Pastries,345.0,13.0,11.0,3.8,0.83,2.3,8.4,d,4,b,11.0
Briochettes,Auchan,Sugary snacks,Pastries,349.0,12.0,12.0,1.2,1.1,2.7,7.9,d,4,b,8.0
Beurre moulé demi-sel,Auchan,Fat and sauces,Fats,725.0,0.6,80.0,55.0,2.0,0.0,0.7,e,2,d,1.0
Beurre moulé demi-sel,Auchan,Fat and sauces,Fats,725.0,0.6,80.0,55.0,2.0,0.0,0.7,e,2,d,1.0
Beurre moulé doux,Auchan,Fat and sauces,Fats,743.0,0.6,82.0,55.0,0.03,0.0,0.7,e,2,c,1.0
Beurre Moulé Doux,Auchan,Fat and sauces,Fats,743.0,0.6,82.0,55.0,0.03,0.0,0.7,e,2,d,3.0
Ratatouille,Auchan,Fruits and vegetables,Vegetables,46.0,4.1,2.1,0.3,0.84,1.8,1.0,a,4,b,11.0
Carottes en rondelles,Auchan,Fruits and vegetables,Vegetables,39.0,6.5,0.5,0.1,0.1,3.2,0.4,a,1,a,2.0
Nouilles Pour Wok en Nids,Auchan,Cereals and potatoes,Cereals,357.0,3.0,3.0,0.8,0.05,3.0,14.0,a,1,unknown,1.0
Cornichons extra-fins aux 5 aromates,Auchan,Salty snacks,Salty and fatty products,15.0,0.5,0.5,0.1,1.7,1.6,1.2,c,4,unknown,10.0
Cornichons extra-fins aux 5 aromates,Auchan,Salty snacks,Salty and fatty products,15.0,0.5,0.5,0.1,1.7,1.6,1.2,c,4,unknown,13.0
Cornichons extra-fins aux 5 aromates,Auchan,Salty snacks,Salty and fatty products,15.0,0.5,0.5,0.1,1.7,1.6,1.2,c,4,unknown,2.0
Soda lemon* - Goût citron,Auchan,Beverages,Sweetened beverages,32.0,7.9,0.5,0.1,0.01,0.5,0.5,d,4,e,2.0
Cranberry Myrtille - boisson aux fruits,Auchan,Beverages,Sweetened beverages,49.0,11.0,0.5,0.1,0.03,0.5,0.5,e,4,d,1.0
Pur jus d'orange sans pulpe,Auchan,Beverages,Fruit juices,42.0,8.7,0.5,0.1,0.01,0.5,0.7,c,1,c,10.0
Double concentré de tomates,Auchan,Fruits and vegetables,Vegetables,95.0,15.0,0.5,0.2,0.03,5.4,4.0,a,1,b,3.0
Tiramisu Mascarpone et Sauce café,Auchan,Milk and dairy products,Dairy desserts,257.0,20.0,11.0,8.5,0.18,2.8,4.4,d,4,e,3.0
Gâche tranchée pur beurre,AUCHAN MMM,Sugary snacks,Pastries,364.0,15.5,14.4,9.3,0.95,2.0,6.4,e,4,b,16.0
Auchan bicarbonate alimentaire 400g,Auchan,unknown,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,not-applicable,1,b,2.0
"Blé, épeautre, quinoa rouge","Auchan, Auchan Bio",Cereals and potatoes,Cereals,348.0,2.3,2.4,0.4,0.15,8.8,13.0,a,1,a-plus,1.0
"Riz basmati, boulgour, quinoa rouge","Auchan, Auchan Bio",Cereals and potatoes,Cereals,357.0,3.5,4.4,0.8,0.31,6.5,8.5,b,1,c,2.0
"Légumes secs, épeautre, orge issus de l'agriculture biologiqueIT- BIO- 007Agriculture UE / non UE","Auchan, Auchan Bio",Cereals and potatoes,Legumes,345.0,1.1,1.9,0.3,0.05,9.2,17.3,a,1,a-plus,2.0
Frites,"Auchan, Pouce",Fruits and vegetables,Vegetables,123.0,0.5,3.2,0.4,0.02,2.5,2.4,b,4,unknown,1.0
Pommes noisettes,Auchan,Cereals and potatoes,Potatoes,174.0,0.6,6.7,0.7,0.71,2.6,2.4,c,4,c,5.0
100% Pur jus multifruitsSans sucres ajoutés** Comme tous les jus de fruits. Contient les sucres naturellement présents dans les fruits.,Auchan,Beverages,Fruit juices,46.0,10.0,0.5,0.1,0.01,0.5,0.5,c,1,e,9.0
Crème entière fluide30% mat. gr.,Auchan,Milk and dairy products,Milk and yogurt,293.0,3.4,30.0,21.0,0.07,0.5,2.4,d,4,c,5.0
Kit PizzaRectangulaire et épaisse1 pâte à pizza + 1 sauce tomate,Auchan,Composite foods,Pizza pies and quiches,215.0,1.6,5.7,0.6,1.7,1.1,5.0,c,4,unknown,7.0
Pâte feuilletée sans additif rectangulaire et créative,Auchan,Cereals and potatoes,Cereals,407.0,0.7,24.0,12.0,0.95,1.3,5.7,e,3,d,4.0
Salami danois fume,"Pouce,Auchan",Fish Meat Eggs,Processed meat,501.0,0.9,48.0,19.0,3.8,0.5,16.0,e,4,e,1.0
Yaourt naturetexture ferme,"Auchan, Senagral",Milk and dairy products,Milk and yogurt,43.0,4.3,1.1,0.7,0.1,0.5,4.0,a,4,a-plus,9.0
Abondance,"Auchan, Auchan Gourmet, Terroir",Milk and dairy products,Cheese,397.0,0.5,33.0,21.0,1.5,0.0,25.0,d,3,c,2.0
Mimolette,Auchan,Milk and dairy products,Cheese,316.0,0.5,24.0,17.0,2.0,0.0,25.0,d,4,c,1.0
Meule fruitée,Auchan,Milk and dairy products,Cheese,425.0,0.5,35.0,24.0,1.1,0.0,27.0,d,3,b,2.0
fromage de Chèvre Râpé,Auchan,Milk and dairy products,Cheese,389.0,0.5,33.0,23.0,1.6,0.0,21.0,d,3,f,7.0
Fromage pour tartiflette,Auchan,Milk and dairy products,Cheese,327.0,1.0,27.0,19.0,1.3,0.0,20.0,d,3,b,1.0
Fromage au four,Auchan,Milk and dairy products,Cheese,327.0,1.0,27.0,19.0,1.3,0.0,20.0,d,3,d,1.0
Yaourt brassé vanille issu de l'agriculture biologique,"Auchan, Auchan Bio",Milk and dairy products,Milk and yogurt,88.0,11.0,2.9,2.0,0.12,0.5,3.5,c,4,a-plus,1.0
Crème Dessert Saveur Choco Cookies,Auchan,Milk and dairy products,Dairy desserts,105.0,13.0,3.2,2.1,0.24,0.8,3.0,c,4,unknown,2.0
Spécialité au Soja framboise passionPicto : Soja origine France issu d'une filière contrôlée,Auchan,Sugary snacks,Sweets,81.0,11.0,1.7,0.3,0.08,0.8,3.0,c,4,a,7.0
Steaks hachés15% de matière grasse,Auchan,Fish Meat Eggs,Meat,211.0,0.5,15.0,6.2,0.3,0.0,19.0,c,1,f,2.0
Soda pomme - Goût pomme,Auchan,Beverages,Sweetened beverages,31.0,7.7,0.5,0.1,0.01,0.5,0.5,d,4,not-applicable,1.0
Soda cherry* - Goût cerise* cerise,Auchan,Beverages,Sweetened beverages,32.0,7.9,0.5,0.1,0.05,0.5,0.5,d,4,e,2.0
Boisson lactee chocolat,Auchan,Beverages,Sweetened beverages,63.0,10.0,1.0,0.6,0.13,0.5,2.5,d,4,e,3.0
Thé glacé Pêche - saveur pêche,Auchan,Beverages,Sweetened beverages,23.0,5.4,0.5,0.1,0.03,0.5,0.5,c,4,b,5.0
100% Pur jus de pomme,Auchan,Beverages,Fruit juices,41.0,10.0,0.5,0.1,0.01,0.5,0.5,c,1,c,2.0
Fondant au chocolat tout prêt,Auchan,Sugary snacks,Biscuits and cakes,395.0,31.8,21.5,4.2,0.56,4.0,6.2,unknown,4,d,2.0
Moelleux au chocolat Tout Prêt,Auchan,Sugary snacks,Biscuits and cakes,432.0,26.0,27.0,6.6,0.9,3.4,5.4,unknown,4,e,1.0
Moelleux nature Tout Prêt,Auchan,unknown,unknown,397.0,23.0,20.5,2.4,0.86,2.0,3.6,d,4,unknown,4.0
Gâteau moelleux saveur citron,Auchan,unknown,unknown,415.0,21.4,22.7,2.2,0.68,1.0,3.7,d,4,unknown,2.0
Choucroute garnie,"Auchan, Pouce",Fruits and vegetables,Vegetables,72.0,0.5,5.2,1.8,1.3,2.6,3.7,c,4,c,1.0
"4 dessert pomme /4 spécialité de pomme fraise ,aromatisé",Auchan,unknown,unknown,76.0,16.0,0.5,0.2,0.01,1.4,0.5,unknown,4,unknown,1.0
4 x dessert pomme / 4 x spécialité pomme poire gout poire,Auchan,unknown,unknown,82.0,17.0,0.5,0.2,0.01,1.3,0.5,unknown,4,unknown,1.0
Sojapicto : Soja origine FrancePicto : Agiter avant de servirPicto : Auchan Votre pause végétal !,Auchan,Beverages,Plant-based milk substitutes,38.0,2.6,1.4,0.2,0.04,0.5,3.2,b,4,a-plus,8.0
100 % Pur jus - orange - avec pulpe,Auchan,Beverages,Fruit juices,39.0,8.7,0.5,0.1,0.01,0.5,0.7,c,1,c,2.0
100 % Pur jus - orange - sans pulpe,Auchan,Beverages,Fruit juices,38.0,8.7,0.5,0.1,0.01,0.5,0.7,c,1,c,1.0
Coulis de tomate,Auchan,Fat and sauces,Dressings and sauces,40.0,5.4,0.5,0.1,0.41,2.2,2.1,a,3,a-plus,20.0
Mousse au chocolat noir aux oeufs,"Auchan, Auchan Collection, Auchan Gourmet, Auchan Premium",unknown,unknown,323.0,21.0,21.0,13.0,0.25,3.8,7.7,e,4,d,5.0
Creme dessert chocolat,Baby Dessert,Milk and dairy products,Dairy desserts,95.0,9.0,3.0,1.6,0.08,0.6,3.4,c,4,a,3.0
Dessert brassé fraise baby,Baby Dessert,unknown,unknown,93.0,8.6,3.4,2.1,0.08,0.9,2.6,unknown,4,unknown,3.0
Gaufrettes praliné noisette,Auchan,Sugary snacks,Biscuits and cakes,566.0,29.0,38.0,19.0,0.32,0.8,4.6,e,4,c,4.0
Gaufrettes fraise,Auchan,Sugary snacks,Biscuits and cakes,327.0,35.0,3.7,2.0,0.19,0.9,3.9,d,4,c,2.0
Gaufrettes chocolat,Auchan,Sugary snacks,Biscuits and cakes,499.0,32.0,27.0,14.0,0.25,3.7,6.1,e,4,c,2.0
Crème légère épaisse15% Mat. Gr.,Auchan,Milk and dairy products,Milk and yogurt,168.0,3.0,15.0,9.8,0.1,0.5,2.5,d,4,b,3.0
Crème entière épaisse30% Mat. Gr.,Auchan,Milk and dairy products,Milk and yogurt,291.0,2.9,30.0,19.0,0.07,0.0,2.4,d,3,a,7.0
Chips de pommes de terre,Auchan,Salty snacks,Appetizers,552.0,0.5,34.9,3.1,1.2,4.7,5.3,d,3,a-plus,1.0
Truite fumée salage traditionnel fumée au bois de hêtre-élevée en eau douce,Auchan,Fish Meat Eggs,Fish and seafood,157.0,0.5,7.4,1.2,3.0,0.5,22.0,d,3,f,5.0
Nuggets Fromage,Auchan,Composite foods,One-dish meals,265.0,0.8,15.0,4.2,1.4,2.8,8.0,d,4,unknown,1.0
Aiguillettes de poulet panées crousty,Auchan,unknown,unknown,220.0,0.8,8.2,0.9,1.1,1.3,15.0,b,4,e,1.0
Cordon bleu Poulet x2,Auchan,Fish Meat Eggs,Meat,198.0,2.4,8.8,1.9,1.5,1.6,13.0,c,4,e,3.0
CROQUE BISTROT BÉCHAMEL GRATINÉ À L'EMMENTAL et JAMBON SUPÉRIEUR,Auchan,Composite foods,Sandwiches,204.0,2.0,7.0,3.8,1.2,1.2,9.2,c,4,d,1.0
Croissants jambon emmental,Auchan,Composite foods,Pizza pies and quiches,253.0,3.2,14.0,8.9,1.2,1.3,7.7,d,4,unknown,1.0
Feuilletés jambon fromage,Auchan,Composite foods,Pizza pies and quiches,316.0,2.2,19.0,13.0,0.96,1.2,7.9,d,4,e,1.0
Roulés au fromage,"Auchan, Crusti frais",Composite foods,Pizza pies and quiches,267.0,3.9,14.0,9.1,0.97,1.6,5.9,d,4,unknown,1.0
Barres de céréalesFigue,Auchan,Sugary snacks,Biscuits and cakes,366.0,25.0,5.7,0.8,0.4,6.9,5.3,c,4,b,14.0
Muesli Fruits Secs Sans Gluten,Auchan,Cereals and potatoes,Breakfast cereals,384.0,13.2,3.8,1.7,0.44,3.4,6.8,c,3,b,1.0
Ciabatta pré-cuit sans gluten,Auchan mieux vivre,unknown,unknown,237.0,3.1,1.6,1.1,1.1,4.0,0.8,unknown,4,unknown,1.0
Compotes et spécialités de fruits panachés allégées en sucre ( 4 parfums ),Auchan,unknown,unknown,66.0,13.0,0.5,0.1,0.01,1.7,0.5,a,3,unknown,1.0
Pomme framboise sans sucres ajoutés**Contient des sucres naturellement présents,Auchan,Fruits and vegetables,Fruits,58.0,11.0,0.5,0.2,0.01,1.9,0.5,a,4,a-plus,4.0
Les Aides Pâtissières – Pâte d'amande,Auchan,Sugary snacks,Sweets,418.0,72.9,10.7,1.1,0.06,2.0,3.6,e,4,e,1.0
Les Aides Pâtissières – Pâte d'amande,Auchan,Sugary snacks,Sweets,418.0,72.9,10.7,1.1,0.06,2.0,3.6,e,4,unknown,1.0
Les Aides Pâtissières – Pâte d'amande,Auchan,Sugary snacks,Sweets,418.0,72.9,10.7,1.1,0.06,2.0,3.6,e,4,d,1.0
Les Aides Pâtissières – Pâte d'amande,Auchan,Sugary snacks,Sweets,418.0,72.9,10.7,1.1,0.06,2.0,3.6,e,4,d,1.0
Les Aides Pâtissières – Pâte d'amande,Auchan,Sugary snacks,Sweets,417.0,72.4,10.6,1.1,0.06,2.0,3.6,e,4,d,1.0
Les Aides Pâtissières – Pâte d'amande,Auchan,Sugary snacks,Sweets,418.0,72.9,10.7,1.1,0.06,2.0,3.6,e,4,e,1.0
Les Aides Pâtissières – Billes aux céréales goût choco,Auchan,unknown,unknown,451.0,57.7,14.9,9.0,0.77,3.2,4.8,e,4,unknown,1.0
Palets au chocolat - prêt à fondre,Auchan,unknown,unknown,557.0,43.0,37.0,23.0,0.02,5.7,6.2,unknown,4,unknown,3.0
Nappage chocolat,Auchan,Fat and sauces,Dressings and sauces,285.0,55.0,1.6,0.9,0.11,1.8,1.9,d,4,c,3.0
Nappage caramel au beurre salé,Auchan,Sugary snacks,Sweets,310.0,52.0,3.3,2.3,0.53,0.5,1.3,e,4,unknown,1.0
Caramel cuit au chaudron,"Auchan, Les Aides Pâtissières Auchan",Sugary snacks,Sweets,301.0,56.0,0.5,0.1,0.01,0.5,0.5,d,3,unknown,5.0
Nappage à la fraise,Auchan,Sugary snacks,Sweets,128.0,29.0,0.5,0.1,0.01,1.1,0.5,c,4,unknown,1.0
Nappage à la framboise,Auchan,Sugary snacks,Sweets,127.0,27.0,0.5,0.1,0.16,3.6,0.9,c,4,unknown,3.0
Les Aides Pâtissières – Pastilles choco multicolores,Auchan,unknown,unknown,475.0,68.0,19.0,12.0,0.1,2.3,3.8,e,4,unknown,2.0
Astuce cuisine,Auchan,Fat and sauces,Fats,657.0,0.0,73.0,7.5,1.3,0.0,0.0,c,4,unknown,1.0
Oeufs de truite,"Auchan, Auchan Collection",Fish Meat Eggs,Fish and seafood,174.0,0.5,6.1,0.9,2.6,0.5,26.0,d,3,unknown,3.0
Sauce de piment sriracha,Auchan,Fat and sauces,Dressings and sauces,129.0,27.0,0.6,0.2,7.84,2.1,1.2,e,4,unknown,8.0
Sauce soja salée,Auchan,Fat and sauces,Dressings and sauces,91.0,16.0,0.5,0.1,17.0,0.5,3.2,e,4,a,11.0
Sauce soja sucrée,Auchan,Fat and sauces,Dressings and sauces,289.0,66.0,0.5,0.1,6.6,0.5,4.1,e,3,a,11.0
Sauce nuoc mam,Auchan,Fat and sauces,Dressings and sauces,77.0,4.4,0.5,0.1,24.0,0.5,14.0,e,3,a,5.0
Sauce nems,Auchan,Fat and sauces,Dressings and sauces,136.0,32.0,0.5,0.1,6.5,0.5,2.0,e,3,unknown,2.0
Pousses de bambou,Auchan,unknown,unknown,15.0,1.0,0.5,0.1,0.04,1.3,1.0,a,1,b,2.0
Mangues en tranches au sirop leger,Auchan,Fruits and vegetables,Fruits,66.0,13.0,0.5,0.0,0.05,1.2,0.5,b,3,unknown,1.0
Lait de coco,Auchan,Beverages,Plant-based milk substitutes,178.0,1.5,18.0,17.0,0.03,1.2,2.0,e,4,b,25.0
Galettes de riz 100g,Auchan,Cereals and potatoes,Cereals,333.0,0.0,0.3,0.1,1.65,0.2,1.8,d,3,unknown,14.0
Caprons,Auchan,Salty snacks,Salty and fatty products,30.0,0.5,1.0,0.1,6.3,3.4,1.8,e,3,unknown,1.0
Véritable andouillette de Troyes AAAAA,"AUCHAN MMM, Auchan, Auchan Gourmet, Terroir",Fish Meat Eggs,Processed meat,245.0,0.5,19.0,9.0,1.7,0.5,18.0,e,3,e,2.0
Langues de porc en gelée,Auchan,Fish Meat Eggs,Offals,183.0,0.5,12.0,4.0,1.9,0.5,19.0,d,4,a,2.0
Perche d'Aveyron MMM!,"Auchan, Terroir",Fish Meat Eggs,Processed meat,442.0,0.5,35.1,13.5,5.0,1.0,31.4,e,4,d,1.0
Cervelas Obernois,"Auchan, Mmm !, Terroir",Fish Meat Eggs,Processed meat,272.0,0.6,24.0,9.3,1.9,0.5,13.0,e,4,c,2.0
Filet de poulet tranches épaisses doré au four,Auchan,Fish Meat Eggs,Processed meat,102.0,0.5,1.6,0.5,1.9,0.5,21.0,c,4,e,2.0
FILET DE POULET TRANCHES ÉPAISSES Fumé,Auchan,Fish Meat Eggs,Processed meat,102.0,0.5,1.6,0.5,1.9,0.5,21.0,c,4,d,1.0
Mousse Pur canard,Auchan,Salty snacks,Salty and fatty products,424.0,1.5,42.0,14.0,1.4,0.5,9.0,e,4,e,1.0
"Plateau charcutierJambon sec, Rosette, Coppa",Auchan,Fish Meat Eggs,Processed meat,404.0,1.0,34.0,14.0,4.2,0.5,23.0,e,4,e,2.0
Viande de boeuf séchée des Alpes,"Auchan, Charcupac, Mmm!",Fish Meat Eggs,Processed meat,151.0,0.5,2.7,1.1,4.2,0.5,31.0,e,4,unknown,4.0
Saucisson sec de Savoie Nature,"AUCHAN MMM, Auchan, Terroir",Fish Meat Eggs,Processed meat,396.0,1.5,32.0,13.0,4.1,0.5,26.0,e,4,d,2.0
Saucisson sec de Savoie Noisette,"Auchan, Mmm!, Terroir",Fish Meat Eggs,Processed meat,414.0,1.7,33.0,13.0,4.0,0.5,28.0,e,4,d,1.0
Saucisson sec de Savoie Beaufort,"Auchan, Mmm!, Terroir",Fish Meat Eggs,Processed meat,396.0,1.0,32.0,13.0,4.5,0.5,26.0,e,4,d,1.0
Saucisson sec de Savoie Nature,"Auchan, MMM!, Terroir",Fish Meat Eggs,Processed meat,396.0,1.5,32.0,13.0,4.1,0.5,26.0,e,4,c,1.0
Saucisson de savoie fumé,"Auchan, Terroir",Fish Meat Eggs,Processed meat,396.0,1.0,32.0,13.0,4.5,0.5,26.0,e,4,d,1.0
Saucisson sec de Savoie Herbes,"Auchan, Terroir",Fish Meat Eggs,Processed meat,399.0,1.0,30.0,12.0,4.5,0.5,31.0,e,4,d,3.0
Saucisson sec de Savoie Poivre,"Auchan, Terroir",Fish Meat Eggs,Processed meat,400.0,1.5,32.0,13.0,4.1,0.5,26.0,e,4,c,1.0
Saucisse sèche de Savoie Courbe,"Auchan, Terroir",Fish Meat Eggs,Processed meat,462.0,1.0,38.0,15.0,4.3,0.5,29.0,e,4,d,2.0
Brin de Savoie,"Auchan, Mmm!, Terroir",Fish Meat Eggs,Processed meat,462.0,1.0,38.0,15.0,4.3,0.5,29.0,e,4,d,1.0
Crème SucréeLégèreA la vanille,Auchan,Milk and dairy products,Milk and yogurt,244.0,14.0,20.0,14.0,0.08,0.0,2.3,d,4,b,4.0
Crème SucréeLégèreSaveur Vanille,"Pouce,Auchan",Milk and dairy products,Milk and yogurt,229.0,12.0,19.0,13.0,0.08,0.0,2.4,d,4,b,2.0
Crème entière sucrée Gourmande à la Vanille de Madagascar,"Auchan, Auchan Gourmet",Milk and dairy products,Milk and yogurt,333.0,11.0,31.0,22.0,0.11,0.0,2.0,e,4,a,2.0
Fromage de Chèvreà tartiner,Auchan,Salty snacks,Salty and fatty products,158.0,3.0,12.0,8.0,1.3,0.0,9.5,d,4,d,11.0
BIOTartine et cuisine - Doux,Auchan Bio,Salty snacks,Salty and fatty products,522.0,0.5,58.0,15.0,0.45,0.5,0.5,c,4,b,23.0
Boudins blancs nature,Auchan,Fish Meat Eggs,Offals,269.0,3.8,22.0,8.5,1.8,0.5,9.5,e,4,a-plus,4.0
Boudins blancs à la volaille,Auchan,Fish Meat Eggs,Offals,282.0,2.8,24.0,4.9,1.6,0.5,9.2,d,4,b,1.0
"Boudins blancs aux cèpes, aromatisés",Auchan,Fish Meat Eggs,Offals,262.0,3.2,22.0,7.4,1.7,0.5,9.1,d,4,b,1.0
Boudins blancs aux morilles,Auchan,Fish Meat Eggs,Offals,262.0,3.3,22.0,8.0,1.7,0.5,9.2,d,4,b,1.0
Boudins blancs nature,Auchan,Fish Meat Eggs,Processed meat,269.0,3.8,22.0,8.5,1.8,0.5,9.5,e,4,f,1.0
Boudins blancs à la volaille,Auchan,Fish Meat Eggs,Offals,282.0,2.8,24.0,4.9,1.6,0.5,9.2,d,4,b,1.0
"Boudins blancs aux cèpes, aromatisés",Auchan,Fish Meat Eggs,Offals,262.0,3.2,22.0,7.4,1.7,0.5,9.1,d,4,b,1.0
boudins blancs à la truffe de la Saint-Jean 3%,Auchan,Fish Meat Eggs,Offals,262.0,3.3,22.0,8.0,1.7,0.5,9.2,d,4,a,1.0
Boudins blancs aux morilles,Auchan,Fish Meat Eggs,Processed meat,262.0,3.3,22.0,8.0,1.7,0.5,9.2,d,4,f,2.0
Chocogusto 182 g,Auchan,Sugary snacks,Biscuits and cakes,374.0,37.0,11.0,6.6,0.31,2.0,5.4,e,4,unknown,8.0
Cake aux fruits 300g,Auchan,Sugary snacks,Biscuits and cakes,356.0,33.0,12.0,1.2,0.58,3.4,4.2,d,4,c,9.0
6 Mini roulés framboise,Auchan,Sugary snacks,Biscuits and cakes,322.0,47.0,4.7,0.6,0.5,0.8,4.4,e,4,c,1.0
Mini roulés fraise,Auchan,Sugary snacks,Biscuits and cakes,323.0,41.0,4.7,0.6,0.5,1.0,4.5,d,4,c,3.0
Mini roulés cacao noisettes,Auchan,Sugary snacks,Biscuits and cakes,421.0,38.0,19.0,6.2,0.5,0.5,5.6,e,4,e,7.0
Coupelles de fraicheur de fruits,Auchan,Fruits and vegetables,Fruits,59.0,14.0,0.5,0.1,0.01,0.6,0.5,b,3,a,2.0
Riz long grain incollable 10 min,Auchan,Cereals and potatoes,Cereals,350.0,0.5,1.1,0.3,0.01,1.0,7.0,b,1,e,3.0
Riz long grain incollable 10 min,Auchan,Cereals and potatoes,Cereals,350.0,0.5,1.1,0.3,0.01,2.0,7.0,b,1,e,2.0
Riz long grain incollable 10 min,Auchan,Cereals and potatoes,Cereals,350.0,0.5,1.1,0.3,0.01,2.0,7.0,b,1,e,1.0
Riz long grain incollable 10 min,Auchan,Cereals and potatoes,Cereals,350.0,0.5,1.1,0.3,0.01,2.0,7.0,b,1,f,1.0
Perles chorizo petits pois et tomate,Auchan,Composite foods,One-dish meals,138.0,2.0,6.0,1.3,0.9,2.0,5.0,c,4,unknown,2.0
Riz Thai,Auchan,Cereals and potatoes,Cereals,353.0,0.5,0.5,0.1,0.01,1.0,6.7,b,1,f,2.0
Riz thai,Auchan,Cereals and potatoes,Cereals,353.0,0.5,0.5,0.1,0.01,1.0,6.7,b,1,f,4.0
Riz thai,Auchan,Cereals and potatoes,Cereals,353.0,0.5,0.5,0.1,0.01,1.0,6.7,b,1,f,1.0
"Légumes pour potage Biocarottes, haricots verts, poireaux émincés, pommes de terre, choux-fleurs, petits pois, céleris, oignons","Auchan, Auchan Bio",Fruits and vegetables,Vegetables,43.0,2.5,0.5,0.1,0.07,3.1,1.8,a,1,unknown,6.0
Carré de Mie - Nature - Grandes tranches,Auchan,Cereals and potatoes,Bread,243.0,8.1,2.4,0.6,1.0,3.1,7.3,c,4,b,5.0
Pain de mie sans croute,Auchan,Cereals and potatoes,Bread,253.0,5.2,3.9,0.9,0.85,3.1,8.8,c,4,a,5.0
BAGUETTE VIENNOISE FENDUES X4 340g,Auchan,Sugary snacks,Pastries,300.0,13.0,5.0,0.5,1.1,2.7,9.4,d,4,a-plus,5.0
L'authentique burger,"Auchan, Auchan Gourmet, Mmm !",Cereals and potatoes,Bread,275.0,4.4,3.5,0.3,1.1,2.4,7.9,c,4,b,2.0
