product_name,brands,pnns_groups_1,pnns_groups_2,energy-kcal_100g,sugars_100g,fat_100g,saturated-fat_100g,salt_100g,fiber_100g,proteins_100g,nutriscore_grade,nova_group,environmental_score_grade,unique_scans_n
Apéro Cracks Mix Salé + Emmental,Bénénuts,Salty snacks,Appetizers,516.0,6.7,25.0,2.4,1.9,2.6,8.2,d,4,b,1
Chips saveur barbecue,"Lays, lai's, lay's",Salty snacks,Appetizers,501.0,2.8,28.0,3.1,1.1,4.4,6.2,d,4,b,34
Lay's saveur bolognaise,"Lay's, Lays",Salty snacks,Appetizers,502.0,2.0,29.0,3.1,1.1,4.3,6.1,d,4,b,3
Bénénuts Fritelle goût nature 2 x 80 g + 20% offert,"Bénenuts, Fritelle",Salty snacks,Appetizers,444.0,1.0,15.0,1.2,2.4,2.5,7.3,d,4,b,1
Bénénuts Fritelle goût bacon 2 x 80 g + 20% offert,"BENENUTS, Fritelle",unknown,unknown,448.0,2.5,15.0,1.2,1.9,2.5,7.5,unknown,4,unknown,2
Lay's Fritelle goût nature,"BENENUTS, Fritelle, LAYS",Salty snacks,Appetizers,444.0,1.0,15.0,1.2,2.4,2.5,7.3,d,4,b,2
Lay's Fritelle goût bacon,"Bénénuts, Fritelle, LAYS",Salty snacks,Appetizers,448.0,2.5,15.0,1.2,1.9,2.5,7.5,d,4,b,1
Lay's Fritelle goût emmental,"Fritelle, LAYS",Salty snacks,Appetizers,452.0,2.5,16.0,2.0,1.9,2.4,8.2,d,4,unknown,1
Lay's Nature,"Lay's, Lays",Salty snacks,Appetizers,508.0,0.5,30.0,3.2,1.1,4.3,6.1,d,3,b,17
Chips saveur Barbecue,"Lay's, Lays",Salty snacks,Appetizers,501.0,2.8,28.0,3.1,1.1,4.4,6.2,d,4,b,8
Chips de pommes de terre goût Bolognaise,Lay's,Salty snacks,Appetizers,533.0,2.8,32.0,2.6,1.4,4.3,6.0,d,4,b,1
Lay's Nature 6 x 25 g,"Lay's, Lays",Salty snacks,Appetizers,551.0,0.5,34.0,4.2,1.1,4.2,6.3,d,3,b,12
3D's Bugles goût fromage,"3D's Bugles, BénénutsPepsiCo, LAYS",Salty snacks,Appetizers,535.0,4.0,32.0,2.5,2.0,2.1,5.5,d,4,b,28
Bénénuts 3D's Bugles Goût bacon,"3D's Bugles, BENENUTS, LAYS, PepsiCo",Salty snacks,Appetizers,531.0,5.0,30.0,2.7,1.7,1.7,5.6,d,4,b,51
3D's Bugles goût nature,"3D's Bugles, BENENUTS, LAYS, Lay's",Salty snacks,Appetizers,519.0,3.5,31.0,3.0,2.1,0.7,5.4,e,4,b,73
Lay's 3D's Bugles goût paprika,"3D's Bugles, BENENUTS, LAYS",Salty snacks,Appetizers,540.0,5.0,32.0,2.4,2.4,2.2,6.0,e,4,b,8
Lay's 3D's Bugles goût fromage lot de 6 x 85 g,"3D's Bugles, BENENUTS",unknown,unknown,535.0,4.0,32.0,2.5,2.0,2.1,5.5,unknown,4,unknown,3
Fritelle Goût Nature,"Bénenuts, Fritelle, LAYS",Salty snacks,Appetizers,444.0,1.0,15.0,1.2,2.4,2.5,7.3,d,4,b,2
Saveur Poulet Rôti,"Lay's, Lays, PepsiCo",Salty snacks,Appetizers,532.0,1.3,28.0,3.4,1.4,4.4,6.3,d,4,b,7
Lay's 3D's Bugles goût fromage format familial,"3D's Bugles, Bénénuts, Bénénuts 3D's Bugles, LAYS, PepsiCo",Salty snacks,Appetizers,535.0,4.0,32.0,2.5,2.0,2.1,5.5,d,4,b,1
Lay's 3D's Bugles goût cacahuète,"3D's Bugles, Bénénuts, Bénénuts 3D's Bugles, LAYS, PepsiCo",Salty snacks,Appetizers,570.0,4.0,38.0,4.0,1.8,3.0,8.5,e,4,b,40
Saveur Poulet Rôti,"Lay's, Lays",Salty snacks,Appetizers,532.0,1.3,28.0,3.4,1.4,4.4,6.3,d,4,b,6
Lay's Recette à l'ancienne nature,"Lay's, Lays",Salty snacks,Appetizers,540.0,0.5,35.0,3.7,1.1,3.9,6.2,d,3,b,12
Lay's Cuites au four nature,Lay’s,Salty snacks,Appetizers,442.0,5.3,13.0,1.4,0.84,6.2,5.9,c,4,b,209
Apéro cracks P'tits toasts - Goût Fromage,Bénenuts,Salty snacks,Appetizers,448.0,9.3,16.0,2.7,1.7,3.3,8.8,d,4,b,1
Chips Lays Nature,Lay's,Salty snacks,Appetizers,508.0,0.5,30.0,3.2,1.1,4.3,6.1,d,3,b,21
Lay's Recette à l'ancienne nature,"Lay's, Lays",Salty snacks,Appetizers,540.0,0.5,35.0,3.7,1.1,3.9,6.2,d,3,b,14
Chips saveur bolognaise,"Lay's, Lays",Salty snacks,Appetizers,502.0,2.0,29.0,3.1,1.1,4.3,6.1,d,4,b,4
Chips Saveur Barbecue,"Lays, PepsiCo",Salty snacks,Appetizers,501.0,2.8,28.0,3.1,1.1,4.4,6.2,d,4,b,10
Maxi Craquantes Nature,"Lay's, Lays",Salty snacks,Appetizers,523.0,0.4,31.0,3.6,1.1,4.0,6.4,d,3,b,2
3 D BUGLES Nature,"3D's Bugles, BENENUTS, LAYS",Salty snacks,Appetizers,519.0,3.5,31.0,3.0,2.1,0.7,5.4,e,4,b,1
Lay's 3D's Bugles goût cacahuète 2 x 85 g + 15% offert,"3D's Bugles, Bénénuts, LAYS",Salty snacks,Appetizers,570.0,4.0,38.0,4.0,1.8,3.0,8.5,e,4,b,3
Lay's 3D's Bugles goût fromage 2 x 85 g + 15% offert,"3D's Bugles, Bénenuts, LAYS",unknown,unknown,535.0,4.0,32.0,2.5,2.0,2.1,5.5,unknown,4,unknown,1
Lay's Recette à l'ancienne nature,"Lay's, Lays, PepsiCo",Salty snacks,Appetizers,540.0,0.5,35.0,4.3,1.1,3.9,6.2,d,3,b,24
Chips nature,Lay's,Salty snacks,Appetizers,541.0,0.3,34.0,2.7,1.3,4.4,6.1,d,3,b,1
Maxi Croquantes Nature,Lay's,Salty snacks,Appetizers,542.0,0.3,34.0,2.7,1.3,3.8,5.7,d,3,b,1
Chips paysannes nature,Lay's,Salty snacks,Appetizers,600.0,0.4,39.0,4.0,1.5,4.0,6.0,d,3,b,1
Chips à l'ancienne nature,Lay's,Salty snacks,Appetizers,600.0,0.4,39.0,4.0,1.35,4.0,6.0,d,3,b,1
Chips à l'ancienne Nature (format familial),Lay's,Salty snacks,Appetizers,585.0,0.4,39.0,3.1,1.3,4.5,6.0,d,3,b,1
Cacahuètes grillées à sec,"Bénenuts, PepsiCo",Salty snacks,Nuts,615.0,4.9,51.0,8.7,1.4,8.0,27.0,c,4,d,46
Bénénuts Cacahuètes grillées à sec maxi format,"Benenuts, Pepsico",Salty snacks,Nuts,615.0,4.9,51.0,8.7,1.4,8.0,27.0,c,4,d,25
Bénénuts Cacahuètes grillées à sec 6x120g,Benenuts,unknown,unknown,620.0,6.5,52.0,7.5,2.0,7.0,25.0,unknown,4,unknown,1
Bénénuts Cacahuètes grillées & non salées,Benenuts,Salty snacks,Nuts,637.0,4.9,54.0,9.0,0.0,7.8,27.0,a,3,d,29
Maxi Craquantes saveur Sel & Vinaigre,Lay's,Salty snacks,Appetizers,538.0,0.5,33.0,2.6,1.4,3.7,5.7,d,4,b,1
P'tits Toasts goût Tomate Provençale,Bénénuts,Salty snacks,Appetizers,440.0,4.5,15.0,2.5,2.2606,3.6,9.0,d,4,b,1
Chips à l'ancienne nature,Lay's,Salty snacks,Appetizers,600.0,0.4,39.0,4.0,1.4,4.0,6.0,d,3,b,1
Cruesli Chocolat,"Cruesli, Quaker",Cereals and potatoes,Breakfast cereals,456.0,17.0,20.0,5.6,0.49,9.8,7.8,d,4,b,1
Chips Paysannes nature,lay's,Salty snacks,Appetizers,600.0,0.4,39.0,4.0,1.4986,4.0,6.0,d,3,b,1
Lay's 3D's Bugles goût nature lot de 2 x 85 g,"3D's Bugles, BENENUTS, LAYS",Salty snacks,Appetizers,519.0,3.5,31.0,3.0,2.1,0.7,5.4,e,4,b,1
Cuites au Four saveur Barbecue,Lay's,Salty snacks,Appetizers,438.0,6.7,13.0,1.4,1.1,4.6,6.1,c,4,b,1
Lay's 3D's Bugles goût chèvre,"3D's Bugles, Bénenuts, LAYS",Salty snacks,Appetizers,535.0,6.0,32.0,2.5,2.7,2.0,6.0,e,4,b,2
Cruesli au chocolat (Offre Spéciale),"Cruesli, PepsiCo, Quaker",Cereals and potatoes,Breakfast cereals,475.0,25.0,21.0,5.5,0.58,7.0,7.0,d,4,e,1
Chips à l'Ancienne Nature,"Lay's, Lays",Salty snacks,Appetizers,540.0,0.5,35.0,3.7,1.1,3.9,6.2,d,3,b,10
Chips 3D's Bugles goût nature format familial,"3D's Bugles, Bénénuts, Bénénuts 3D's Bugles, LAYS, PepsiCo",Salty snacks,Appetizers,519.0,3.5,31.0,3.0,2.1,0.7,5.4,e,4,b,17
Bénénuts Cacahuètes grillées & salées lot de 3 x 120 g,Benenuts,Salty snacks,Nuts,631.0,4.8,54.0,8.9,1.0,7.7,27.0,c,3,d,1
Nacho cheese,Doritos,Salty snacks,Appetizers,508.0,2.4,27.0,2.4,1.1,3.0,7.1,d,4,b,6
Doritos goût nacho cheese,Doritos,Fat and sauces,Dressings and sauces,211.0,3.4,18.4,2.8,1.01,0.7,3.1,c,4,b,1
Lay's 3D's Bugles goût bacon lot de 2 x 85 g,"3D's Bugles, BENENUTS, LAYS, Pepsico",Salty snacks,Appetizers,531.0,5.0,30.0,2.7,1.7,1.7,5.6,d,4,b,1
Lay's 3D's Bugles goût cacahuète lot de 2 x 85 g,"3D's Bugles, Bénénuts, Bénénuts 3D's Bugles, LAYS, PepsiCo",Salty snacks,Appetizers,570.0,4.0,38.0,4.0,1.8,3.0,8.5,e,4,b,2
Chips 3D's Bugles goût fromage lot de 2,"3D's Bugles, BENENUTS, LAYS",Salty snacks,Appetizers,535.0,4.0,32.0,2.5,2.0,2.1,5.5,d,4,unknown,3
Fritelle l'Ondulée goût Pizza,Benenuts,Salty snacks,Appetizers,431.0,2.7,22.0,2.8,1.9,2.3,7.1,d,4,b,1
Saveur Poulet Rôti,Lay's,Salty snacks,Appetizers,532.0,1.3,28.0,3.4,1.4,4.4,6.3,d,4,b,4
لايز فلفل حار,"Lay's, Lays",Salty snacks,Appetizers,504.0,3.6,28.0,3.6,0.78,4.3,6.3,d,4,b,2
Lay's saveur emmental,"Lay's, Lays",Salty snacks,Appetizers,507.0,3.1,29.0,3.2,1.3,4.1,6.3,d,4,b,3
Lay's Nature format familial,"Lay's, Lays",Salty snacks,Appetizers,551.0,0.5,34.0,4.2,1.1,4.2,6.3,d,3,a-plus,1
Chips saveur poulet rôti,"Lay's, Lays",Salty snacks,Appetizers,532.0,1.3,32.0,2.6,1.4,4.4,6.3,d,4,b,7
Lay's Recette à l'ancienne nature,"Lay's, Lays",Salty snacks,Appetizers,540.0,0.5,35.0,4.3,1.1,3.9,6.2,d,3,b,1
Lay's saveur barbecue,"Lay's, Lays",Salty snacks,Appetizers,501.0,2.8,28.0,3.1,1.1,4.4,6.2,d,4,b,12
"Lay's saveur bolognaise 27,5 g","Lay's, Lays",Salty snacks,Appetizers,502.0,2.0,29.0,3.1,1.1,4.3,6.1,d,4,b,1
"Lay's saveur poulet rôti 27,5 g","Lay's, Lays",Salty snacks,Appetizers,532.0,1.3,28.0,3.4,1.4,4.4,6.3,d,4,b,2
Chips à l'ancienne nature,"Lay's, Lays",Salty snacks,Appetizers,540.0,0.5,35.0,4.3,1.1,3.9,6.2,d,3,b,1
6 sachets individuels Barbecue - Bolognaise - Poulet rôti,Lay's,Salty snacks,Appetizers,520.0,2.91,32.0,2.55,0.909,4.36,6.55,c,4,b,3
Lay's à l'ancienne saveur jambon de pays,"Lay's, Lays",Salty snacks,Appetizers,532.0,4.6,33.0,3.5,1.2,3.7,6.0,d,4,b,9
Bénénuts Twinuts original,"BénénutsPepsico, Twinuts",Salty snacks,Appetizers,543.0,6.0,34.0,4.9,2.0,3.0,14.0,e,4,unknown,36
Bénénuts Twinuts saveur bacon grillé,"BENENUTS, Twinuts",Salty snacks,Nuts,543.0,6.0,34.0,5.0,2.1,3.0,14.0,d,4,d,27
Bénénuts Twinuts Saveur mexicaine,"BENENUTS, Twinuts",Salty snacks,Appetizers,542.0,5.8,34.0,4.9,2.0,3.2,14.0,e,4,b,5
Bénénuts Twinuts saveur sauce BBQ,"Bénenuts, Twinuts",Salty snacks,Appetizers,543.0,6.5,34.0,4.9,1.9,3.0,14.0,e,4,b,7
Twinuts goût tomate,"Bénenuts, PepsiCo",Salty snacks,Nuts,535.0,7.5,33.0,8.5,2.286,3.0,13.0,d,4,d,1
Bénénuts Twinuts original 2 x 150 g + 10% offert,"BENENUTS, Twinuts",Salty snacks,Appetizers,543.0,6.0,34.0,4.9,2.0,3.0,14.0,e,4,b,1
Bénénuts Twinuts saveur bacon grillé 2 x 150 g + 10% offert,"BENENUTS, Twinuts",Salty snacks,Appetizers,543.0,6.0,34.0,5.0,2.1,3.0,14.0,e,4,b,3
Bénénuts Twinuts saveur mexicaine 2 x 150 g +10% offert,"BENENUTS, Pepsico, Twinuts",Salty snacks,Appetizers,541.0,7.2,33.0,4.9,2.0,3.1,14.0,e,4,b,3
Bénénuts Trio de noix grillées à sec,Bénenuts,Salty snacks,Nuts,605.0,6.6,47.0,6.5,1.1,6.8,21.0,d,4,unknown,6
Pistaches grillées à sec,Benenuts,Salty snacks,Nuts,610.0,8.0,50.0,6.5,1.5,9.5,26.0,c,3,e,1
Cocktail de Noix Nobles - Grillées et salées,"Benenuts, Pepsico",Salty snacks,Nuts,666.0,3.4,64.0,8.7,0.48,8.7,18.0,d,3,unknown,1
Noix de cajou grillées à sec,"Benenuts, PepsiCo",Salty snacks,Nuts,625.0,9.0,50.0,9.5,1.46,7.5,19.0,c,4,e,9
Chips de pommes de terre saveur spicy,Lay’s,Salty snacks,Appetizers,535.0,3.6,32.0,2.8,0.99,4.3,6.2,d,4,b,1
Life chocolat - Pépites & pétales croustillants à l'avoine,"PepsiCo, Quaker, Quaker Life",Cereals and potatoes,Breakfast cereals,435.0,17.0,13.0,2.5,0.42,8.0,8.0,c,4,e,1
"Pop Corn Apéro, Goût Fromage","Bénénuts, Bénénuts Pop Corn Apéro, PepsiCo",Salty snacks,Salty and fatty products,475.0,3.0,25.0,5.0,3.8354,7.0,12.0,e,4,a,1
"Pop Corn Apéro, Goût Barbecue","Bénénuts, Bénénuts Pop Corn Apéro, PepsiCo",Salty snacks,Salty and fatty products,490.0,4.5,26.0,4.0,1.651,7.0,11.0,d,4,a,1
Bénénuts Cacahuètes grillées à sec 320 g + 10% offert,"Pepsico France, bénenuts",Salty snacks,Nuts,615.0,4.9,51.0,8.7,1.4,8.0,27.0,c,4,d,2
Bénénuts Cacahuètes grillées à sec lot de 3 x 100 g,Bénénuts,Salty snacks,Nuts,615.0,4.9,51.0,8.7,1.4,8.0,27.0,c,4,d,4
Life Nature,"PepsiCo, Quaker, Quaker Life",Cereals and potatoes,Breakfast cereals,404.0,12.0,6.6,1.0,0.39,7.6,8.8,b,4,e,1
Twincuts maxicrac bacon cheese,Bénénuts,unknown,unknown,476.0,9.8,21.0,2.4,1.8,3.4,12.0,unknown,4,unknown,1
Saveur Olive,Lay's,Salty snacks,Appetizers,533.0,1.8,32.0,2.6,1.0,4.2,6.1,c,4,a-plus,1
Lay's à l'ancienne saveur moutarde à l'ancienne,"Lay's, Lays, PepsiCo",Salty snacks,Appetizers,531.0,2.5,33.0,3.6,1.5,3.7,6.4,d,4,b,7
"Fritelle Max, Goût Sauce Pom' Frites","Bénénuts, Bénénuts Fritelle, PepsiCo",Salty snacks,Appetizers,480.0,2.5,22.0,3.0,1.39,2.5,6.0,d,4,b,1
Lay's 3D's Bugles goût nature format familial,"3D's Bugles, Bénénuts, Lays",Salty snacks,Appetizers,519.0,3.5,31.0,3.0,2.1,0.7,5.4,e,4,b,37
Lay's 3D's Bugles goût fromage format familial,"3D's Bugles, Bénénuts, Lays",Salty snacks,Appetizers,535.0,4.0,32.0,2.5,2.0,2.1,5.5,d,4,b,16
"3D's Bugles, Goût Nature (Lot de 2 Format Familial)","3D's Bugles, Bénénuts, Bénénuts 3D'S Bugles, LAYS, PepsiCo",Salty snacks,Appetizers,519.0,3.5,31.0,3.0,2.1,0.7,5.4,e,4,b,4
3D Bugles Goût Fromage,"BÉNENUTS, PEPSICO",Salty snacks,Appetizers,535.0,4.0,32.0,2.5,2.0,2.1,5.5,d,4,b,1
Benenuts 3d's bugles bacon 2x150g,"3D's Bugles, Bénenuts, LAYS",Salty snacks,Appetizers,531.0,5.0,30.0,2.7,1.7,1.7,5.6,d,4,b,3
Benenuts 3d's bugles cacahuete 2x150g,"3D's Bugles, Bénénuts, LAYS",unknown,unknown,570.0,4.0,38.0,4.0,1.8,3.0,8.5,unknown,4,unknown,3
Chips à l'Ancienne Nature,Lay's,Salty snacks,Appetizers,585.0,0.4,39.0,3.1,1.3,4.5,6.0,d,3,b,1
Bénénuts cacahuètes grillées & salées,Bénénuts,Salty snacks,Nuts,631.0,4.8,54.0,8.9,1.0,7.7,27.0,c,3,d,40
Nacho cheese [Echantillon gratuit],Doritos,Salty snacks,Appetizers,499.0,2.7,26.0,2.5,1.2,5.9,6.4,c,4,b,5
Bénénuts Cacahuètes grillées & salées lot de 2 x 220 g,Benenuts,Salty snacks,Nuts,631.0,4.8,54.0,8.9,1.0,7.7,27.0,c,3,d,2
Bénénuts Cacahuètes grillées à sec lot de 2 x 163 g,Bénénuts,Salty snacks,Nuts,615.0,4.9,51.0,8.7,1.4,8.0,27.0,c,4,d,1
Chips barbecue,"Lay's, Lays",Sugary snacks,Sweets,532.0,2.8,32.0,2.6,1.3,4.4,6.4,d,4,c,21
Lay's saveur barbecue lot de 2 x 130 g,"Lay's, Lays",Salty snacks,Appetizers,532.0,2.8,32.0,2.6,1.3,4.4,6.4,d,4,b,7
Chips lay's pickles 220g,"Lay's, Lays",Salty snacks,Appetizers,531.0,3.3,32.0,3.9,1.3,4.2,6.0,d,4,b,2
Lay's saveur paprika format familial,"Lay's, Lays",Salty snacks,Appetizers,538.0,2.7,32.0,3.9,1.2,4.8,6.4,d,4,b,2
Dégustation Goût & Craquant d'Exception,"Lay's, PepsiCo",Salty snacks,Appetizers,460.0,3.0,21.0,1.6,1.6002,5.0,6.5,d,4,b,1
Lovely Nuts goût Caramel,Benenuts,Salty snacks,Nuts,575.0,22.0,41.0,7.5,1.4,5.0,21.0,d,4,d,1
Deep Ridged saveur nature,Lay's,Salty snacks,Appetizers,529.0,0.4,32.0,2.6,1.3,4.6,6.3,d,3,b,1
Deep ridged saveur Barbecue,"Lay's, Lays",Salty snacks,Appetizers,518.0,3.2,31.0,3.9,1.05,4.7,6.8,d,4,b,3
Automne - Hiver - 3 chocolats,"Cruesli, PepsiCo, Quaker",Cereals and potatoes,Breakfast cereals,470.0,26.0,20.0,4.5,0.62,6.0,7.0,d,4,d,1
Lay's 3D's Bugles goût bacon format familial,"3D's Bugles, BENENUTS, Lays",Salty snacks,Appetizers,531.0,5.0,30.0,2.7,1.7,1.7,5.6,d,4,b,7
3D Bugles goût ketchup de l'espace,Bénénuts,Salty snacks,Appetizers,530.0,7.0,31.0,2.4,2.3,1.8,5.5,e,4,b,1
Lay's 3D's Bugles goût jambon fromage,"3D's Bugles, Bénénuts, LAYS",Salty snacks,Appetizers,537.0,6.0,32.0,2.5,2.1,1.8,5.8,e,4,b,3
Cuits au four,"Bénénuts, Cuits au Four Fins & Croustillants",Salty snacks,Appetizers,446.0,14.0,16.0,1.5,1.9,4.0,7.3,d,4,b,1
cuits au four,"BENENUTS, Cuits au Four Fins et Croustillants",Salty snacks,Appetizers,447.0,14.0,16.0,1.6,1.6,4.0,7.4,d,4,b,1
Bénénuts Cuits au Four Maxi Craquants goût tomates à la provençale,"BENENUTS, Cuits au Four Maxi Craquants",Salty snacks,Appetizers,452.0,12.0,17.0,1.6,2.3,6.1,7.6,d,4,b,1
Quaker Oats flocons d' Avoine,Quaker,Cereals and potatoes,Breakfast cereals,370.0,1.0,7.7,1.3,0.0,10.5,11.0,a,4,a,1
"Lay's Recette paysanne nature 6 x 27,5 g","Lay's, Lays",Salty snacks,Appetizers,514.0,0.5,30.0,3.6,1.3,3.9,6.2,d,3,b,2
Lay's Recette paysanne nature,"Lay's, Lays",Salty snacks,Appetizers,514.0,0.5,30.0,3.6,1.3,3.9,6.2,d,3,b,7
Chips à l'ancienne Nature,Lay's,Salty snacks,Appetizers,585.0,0.4,39.0,3.1,1.30048,4.5,6.0,d,3,b,1
Goût Nature,doritos,Salty snacks,Appetizers,497.0,1.0,24.0,1.9,0.7,3.3,6.9,c,3,b,1
Lay's saveur barbecue format familial,"Lay's, Lays, Pepsico",Salty snacks,Appetizers,532.0,2.8,32.0,2.6,1.3,4.4,6.4,d,4,b,1
Lay's saveur poulet rôti format familial,"Lay's, Lays",Salty snacks,Appetizers,533.0,2.2,32.0,2.7,1.5,4.2,6.4,d,4,b,3
Chips saveur bolognaise,"Lay's, Lays",Salty snacks,Appetizers,502.0,2.0,29.0,3.1,1.1,4.3,6.1,d,4,b,5
Lay's Saveur bolognaise 2 x 130 g,"Lay's, Lays",Salty snacks,Appetizers,533.0,2.8,32.0,2.6,1.4,4.3,6.0,d,4,b,2
Lay's saveur moutarde pickles,"Lay's, Lays",Salty snacks,Appetizers,531.0,3.3,32.0,2.6,1.3,4.2,6.0,d,4,b,5
Lay's saveur spicy,"Lay's, Lays",Salty snacks,Appetizers,504.0,3.6,28.0,3.6,0.78,4.3,6.3,d,4,b,24
Chips saveur poulet rôti,"Lay's, Lays",Salty snacks,Appetizers,533.0,2.2,32.0,2.7,1.5,4.2,6.4,d,4,b,1
Lay's saveur poulet rôti lot de 2 x 130 g,"Lay's, Lays",Salty snacks,Appetizers,533.0,2.2,32.0,2.7,1.5,4.2,6.4,d,4,b,10
Doritos Goût Nacho Cheese,Doritos,Salty snacks,Appetizers,501.0,2.7,26.0,3.4,1.2,5.6,6.5,d,4,b,29
Lay's Saveur Paprika,"Lay's, Lays, Pepsico",Salty snacks,Appetizers,538.0,2.7,32.0,3.9,1.2,4.8,6.4,d,4,b,7
Chips saveur ketchup,"Lay's, Lays",Salty snacks,Appetizers,528.0,2.9,32.0,3.9,1.3,4.1,6.0,d,4,b,1
Bénénuts Cacahuètes grillées & salées,"Bénénuts, Pepsico France",Salty snacks,Nuts,631.0,4.8,54.0,8.9,1.0,7.7,27.0,c,3,d,31
Bénénuts Cacahuètes grillées & salées 410 g + 10% offert,Bénénuts,Salty snacks,Nuts,631.0,4.8,54.0,8.9,1.0,7.7,27.0,c,3,d,2
Bénénuts Cocktail classique non salé,Bénénuts,Fruits and vegetables,Dried fruits,507.0,26.0,35.0,4.8,0.0,0.0,16.0,d,3,unknown,3
Doritos Goût nature maxi format,Doritos,Salty snacks,Appetizers,488.0,1.2,23.0,2.8,0.75,6.3,6.2,c,3,b,47
Saveur Sel & Vinaigre,"Lay's, Lays",Salty snacks,Appetizers,504.0,0.0,29.0,3.1,1.2,4.2,6.0,d,4,b,1
Lay's saveur sel & vinaigre,"Lay's, Lays",Salty snacks,Appetizers,504.0,0.0,29.0,3.1,1.2,4.2,6.0,d,4,b,19
Lay's saveur moutarde pickles maxi format,"Lay's, Lays",Salty snacks,Appetizers,531.0,3.3,32.0,2.6,1.3,4.2,6.0,d,4,b,1
Lay's saveur barbecue 240 g + 10% offert,"Lay's, Lays",Salty snacks,Appetizers,532.0,2.8,32.0,2.6,1.3,4.4,6.4,d,4,b,3
Lay's saveur poulet rôti 240 g + 10% offert,"Lay's, Lays",Salty snacks,Appetizers,533.0,2.2,32.0,2.7,1.5,4.2,6.4,d,4,b,1
Lay's Deep ridged saveur sour cream & onion,"Lay's, Lays",Salty snacks,Appetizers,520.0,2.0,31.0,2.7,1.1,4.4,6.5,d,4,b,1
Quaker Cruesli 3 chocolats,"Cruesli, QUAKER",Cereals and potatoes,Breakfast cereals,454.0,18.0,19.0,4.3,0.53,9.1,7.6,d,4,d,41
Tortilla chips de maïs goût barbecue,Doritos,Salty snacks,Appetizers,501.0,3.4,26.0,2.1,1.8,3.1,6.6,d,4,b,1
Saveur Ch'ti sauce Pom'Frites,Lay's,Salty snacks,Appetizers,529.0,1.8,32.0,2.7,1.3,4.2,6.1,d,4,a-plus,1
Cruesli Édition Limitée croustillant Pommes Raisins,"Cruesli, PepsiCo, Quaker",Cereals and potatoes,Breakfast cereals,440.0,26.0,14.0,1.4,0.1,6.5,6.5,c,4,a,1
Chips Édition Été - Saveur Summer Salsa,Lay's,Salty snacks,Appetizers,533.0,3.5,32.0,2.6,1.4,4.4,6.0,d,4,b,1
Chips de pommes de terre saveur cheese max,Lay's,Salty snacks,Appetizers,531.0,2.3,32.0,2.6,1.3,4.2,6.1,d,4,b,1
Lay's Saveur Piment Basque,Lay's,Salty snacks,Appetizers,580.0,2.6,32.0,2.7,1.9,4.3,6.3,d,4,b,1
Apéro cracks goût Tomate Mozzarella et Basilic,Benenuts,Salty snacks,Appetizers,434.0,11.0,16.0,1.3,2.7,3.6,7.0,e,4,b,1
Maxi craquants Goût Jambon fumé,Bénénuts,Salty snacks,Appetizers,457.0,13.0,17.0,1.5,2.0,1.3,7.5,d,4,b,1
Bénénuts Petits Fondants emmental,"Bénénuts, Pepsico, Petits Fondants",Salty snacks,Appetizers,513.0,6.2,26.0,4.3,1.9,2.4,11.0,e,4,b,2
Bénénuts Petits Fondants Mix salé + emmental,"Bénénuts, Petits Fondants",Salty snacks,Appetizers,505.0,6.7,25.0,2.4,1.9,2.6,8.2,d,4,b,3
Nature,Lay's,Salty snacks,Appetizers,551.0,0.5,34.0,4.2,1.1,4.2,6.3,d,3,a-plus,1
Lay's nature lot de 2 x 150 g,"Lay's, Lays",Salty snacks,Appetizers,551.0,0.5,34.0,4.2,1.1,4.2,6.3,d,3,a-plus,3
Lay's Chips Nature 300 g + 10% offert,"Lay's, Lays",Salty snacks,Appetizers,551.0,0.5,34.0,4.2,1.1,4.2,6.3,d,3,b,1
Chips,"Lay's, Lays",Sugary snacks,Sweets,540.0,0.5,35.0,4.3,1.1,3.9,6.2,d,3,a,48
Lay's Recette à l'ancienne nature lot de 2 x 150 g,"Lay's, Lays",Salty snacks,Appetizers,540.0,0.5,35.0,4.3,1.1,3.9,6.2,d,3,b,3
Chips à l'ancienne nature format familial,"Lay's, Lays",Salty snacks,Appetizers,540.0,0.5,35.0,4.3,1.1,3.9,6.2,d,3,b,4
Lay's Recette à l'ancienne nature 300 g + 10% offert,Lay's,Salty snacks,Appetizers,540.0,0.5,35.0,4.3,1.1,3.9,6.2,d,3,b,24
Chips paysannes,Lay's Lays,Salty snacks,Appetizers,514.0,0.5,30.0,3.6,1.3,3.9,6.2,d,3,a,101
Lay's Recette paysanne nature lot de 2 x 150 g,"Lay's, Lays",Salty snacks,Appetizers,514.0,0.5,30.0,3.6,1.3,3.9,6.2,d,3,b,4
Chips paysannes nature format familial,Lay's,Salty snacks,Appetizers,514.0,0.5,30.0,3.6,1.3,3.9,6.2,d,3,b,1
Recette paysanne nature 300 g + 10% offert,"Lay's, Lays",Salty snacks,Appetizers,514.0,0.5,30.0,3.6,1.3,3.9,6.2,d,3,b,2
Flocons d'avoine complète,Quaker,Cereals and potatoes,Breakfast cereals,375.0,1.1,8.0,1.5,0.01,9.0,11.0,a,1,a,271
Chips de pommes de terre saveur Fondue Savoyarde,Lay's,Salty snacks,Appetizers,532.0,3.5,32.0,2.7,1.3,4.1,6.1,d,4,a-plus,1
Amandes grillées et salées,Bénénuts,Salty snacks,Nuts,631.0,3.3,58.0,6.5,0.98,9.5,24.0,b,3,e,2
